Ticker,Date/Time,Open,High,Low,Close,Volume,Open Interest
PNJ,1/2/2021,59417,60070,56519,57099,800930,0
PNJ,2/2/2021,56519,59345,56374,59055,799730,0
PNJ,3/2/2021,60504,60504,58983,60070,852930,0
PNJ,4/2/2021,59997,60070,58693,60070,866130,0
PNJ,5/2/2021,60070,60867,59345,60794,827470,0
PNJ,8/2/2021,60794,60867,57968,58620,858800,0
PNJ,9/2/2021,59780,60722,57968,60577,696800,0
PNJ,17/02/2021,60867,63040,60577,62678,1120000,0
PNJ,18/02/2021,63040,63403,62026,63403,1160000,0
PNJ,19/02/2021,63040,63403,62316,62968,613200,0
PNJ,22/02/2021,62316,62678,61446,61664,887600,0
PNJ,23/02/2021,61591,61591,60215,60504,1390000,0
PNJ,24/02/2021,60504,61157,59562,59997,749870,0
PNJ,25/02/2021,60142,60867,59997,60867,569470,0
PNJ,26/02/2021,61519,61664,60504,61519,772530,0
PNJ,1/3/2021,62316,62316,60939,61374,642670,0
PNJ,2/3/2021,61591,61591,60722,60867,423470,0
PNJ,3/3/2021,61591,61736,61157,61301,701470,0
PNJ,4/3/2021,62316,62316,60142,60722,494800,0
PNJ,5/3/2021,60070,60867,59780,60722,386670,0
PNJ,8/3/2021,60722,60867,60142,60577,469600,0
PNJ,9/3/2021,60215,60577,59925,60504,382670,0
PNJ,10/3/2021,60794,61012,60142,60577,388800,0
PNJ,11/3/2021,61229,61229,60577,60867,309730,0
PNJ,12/3/2021,61012,61229,60577,60577,261870,0
PNJ,15/03/2021,61821,61821,61235,61528,685200,0
PNJ,16/03/2021,61382,61528,60869,61089,345730,0
PNJ,17/03/2021,61382,61382,60943,61162,295870,0
PNJ,18/03/2021,61235,62113,61162,62113,446670,0
PNJ,19/03/2021,61455,62040,61455,61894,463330,0
PNJ,22/03/2021,61894,61967,61382,61601,477070,0
PNJ,23/03/2021,61601,62186,61089,61601,298530,0
PNJ,24/03/2021,61674,63284,61235,61528,872400,0
PNJ,25/03/2021,62552,62625,61308,62186,596800,0
PNJ,26/03/2021,60970.1,61914.8,58135.9,61696.8,484530,0
PNJ,29/03/2021,61769.4,62132.8,61260.8,61769.4,609470,0
PNJ,30/03/2021,63222.8,63222.8,57481.9,61406.1,577070,0
PNJ,31/03/2021,61406.1,61406.1,60897.4,61406.1,299070,0
PNJ,1/4/2021,61406.1,62423.5,61042.7,62132.8,709870,0
PNJ,2/4/2021,62496.1,65184.9,62496.1,64458.2,1430000,0
PNJ,5/4/2021,64312.9,65039.6,64312.9,64530.9,682400,0
PNJ,6/4/2021,64530.9,65039.6,64240.2,64676.2,651200,0
PNJ,7/4/2021,64022.2,64676.2,63804.2,64312.9,513730,0
PNJ,8/4/2021,64167.6,64312.9,63222.8,64312.9,521070,0
PNJ,9/4/2021,64022.2,65766.3,63949.5,65621,894930,0
PNJ,12/4/2021,65766.3,67219.7,65766.3,66711,892130,0
PNJ,13/04/2021,66638.3,67001.7,65402.9,65911.6,718670,0
PNJ,14/04/2021,65548.3,66493,64676.2,66493,654270,0
PNJ,15/04/2021,67219.7,68891.1,66493,66856.3,981070,0
PNJ,16/04/2021,66493,67873.7,63876.9,66057,945600,0
PNJ,19/04/2021,66856.3,68673.1,66565.7,68309.7,1850000,0
PNJ,20/04/2021,68382.4,69036.4,67583,68600.4,918530,0
PNJ,22/04/2021,68309.7,68527.7,67801.1,68237.1,945470,0
PNJ,23/04/2021,68237.1,70344.5,66493,69763.1,1790000,0
PNJ,26/04/2021,69763.1,69763.1,67946.4,69036.4,729730,0
PNJ,27/04/2021,66856.3,69763.1,66856.3,69763.1,686270,0
PNJ,28/04/2021,68019.1,69763.1,67873.7,69545.1,779070,0
PNJ,29/04/2021,69690.5,71216.5,69036.4,71216.5,1630000,0
PNJ,4/5/2021,69835.8,70853.2,69181.8,69181.8,373200,0
PNJ,5/5/2021,70489.8,71216.5,69908.5,70489.8,747200,0
PNJ,6/5/2021,71216.5,71216.5,69763.1,69763.1,669470,0
PNJ,7/5/2021,69763.1,70126.5,68309.7,69399.8,842000,0
PNJ,10/5/2021,69399.8,69399.8,68019.1,68019.1,521870,0
PNJ,11/5/2021,69036.4,69690.5,68309.7,68309.7,495730,0
PNJ,12/5/2021,68891.1,69690.5,68309.7,69617.8,279470,0
PNJ,13/05/2021,69690.5,70344.5,68527.7,68527.7,446930,0
PNJ,14/05/2021,68382.4,69399.8,68019.1,68455.1,408670,0
PNJ,17/05/2021,69617.8,69617.8,68309.7,68309.7,271870,0
PNJ,18/05/2021,68963.8,68963.8,67946.4,67946.4,349070,0
PNJ,19/05/2021,67728.4,68309.7,67365,67946.4,334270,0
PNJ,20/05/2021,68309.7,72306.6,68309.7,72161.2,1370000,0
PNJ,21/05/2021,71943.2,76230.8,71652.6,73978,935200,0
PNJ,24/05/2021,74850,75576.7,73760,74050.7,554930,0
PNJ,25/05/2021,73469.3,75576.7,72815.3,74050.7,806400,0
PNJ,26/05/2021,75358.7,75358.7,73251.3,73978,886130,0
PNJ,27/05/2021,74850,74850,73396.6,73832.7,466270,0
PNJ,28/05/2021,73251.3,74850,73251.3,73396.6,586000,0
PNJ,31/05/2021,74414,74486.7,72669.9,73324,575600,0
PNJ,1/6/2021,73106,73396.6,72669.9,73033.3,470930,0
PNJ,2/6/2021,72669.9,75140.7,72597.3,73033.3,880270,0
PNJ,3/6/2021,74777.4,74777.4,73106,73542,502400,0
PNJ,4/6/2021,72960.6,73542,72960.6,73106,444930,0
PNJ,7/6/2021,73396.6,74050.7,71943.2,72379.3,595600,0
PNJ,8/6/2021,73033.3,73033.3,69763.1,69763.1,733730,0
PNJ,9/6/2021,69617.8,70126.5,68891.1,69617.8,576530,0
PNJ,10/6/2021,71071.2,71071.2,69036.4,69617.8,382800,0
PNJ,11/6/2021,69109.1,71579.9,69109.1,70417.2,434530,0
PNJ,14/06/2021,71216.5,71289.2,70489.8,70489.8,467330,0
PNJ,15/06/2021,70126.5,70780.5,69763.1,69763.1,509470,0
PNJ,16/06/2021,69763.1,70199.2,69036.4,69109.1,642400,0
PNJ,17/06/2021,69036.4,69908.5,68745.8,69399.8,490000,0
PNJ,18/06/2021,71797.9,71797.9,69763.1,71216.5,427070,0
PNJ,21/06/2021,71943.2,71943.2,70344.5,71289.2,523870,0
PNJ,22/06/2021,71943.2,72306.6,71361.9,71579.9,373600,0
PNJ,23/06/2021,72161.2,72161.2,71507.2,71797.9,289330,0
PNJ,24/06/2021,71797.9,72161.2,71289.2,71289.2,236670,0
PNJ,25/06/2021,71216.5,71434.5,70489.8,70780.5,292270,0
PNJ,28/06/2021,70635.2,71361.9,70635.2,71289.2,331470,0
PNJ,29/06/2021,71289.2,71943.2,71289.2,71652.6,400670,0
PNJ,30/06/2021,71943.2,73396.6,71725.2,72742.6,851730,0
PNJ,1/7/2021,73178.6,73542,72306.6,72815.3,456800,0
PNJ,2/7/2021,72815.3,72815.3,71943.2,72306.6,579330,0
PNJ,5/7/2021,73760,73760,71797.9,72161.2,1120000,0
PNJ,6/7/2021,72161.2,74850,72161.2,72379.3,1770000,0
PNJ,7/7/2021,72669.9,77393.5,72379.3,77393.5,2400000,0
PNJ,8/7/2021,78483.5,78483.5,76158.1,76739.5,1160000,0
PNJ,9/7/2021,75649.4,79282.9,75358.7,76666.8,1410000,0
PNJ,12/7/2021,76303.4,78120.2,71361.9,74196,2290000,0
PNJ,13/07/2021,75213.4,75213.4,71652.6,72088.6,709330,0
PNJ,14/07/2021,74486.7,74486.7,69763.1,69763.1,1060000,0
PNJ,15/07/2021,69763.1,70199.2,68309.7,69109.1,1390000,0
PNJ,16/07/2021,69763.1,70126.5,69181.8,69763.1,651870,0
PNJ,19/07/2021,69036.4,70126.5,66565.7,66565.7,1220000,0
PNJ,20/07/2021,67219.7,67365,63876.9,66856.3,1050000,0
PNJ,21/07/2021,66129.6,66856.3,65402.9,66275,710130,0
PNJ,22/07/2021,66129.6,68891.1,65911.6,67655.7,554930,0
PNJ,23/07/2021,68237.1,68309.7,66129.6,66129.6,779470,0
PNJ,26/07/2021,66057,66856.3,65330.3,65911.6,715730,0
PNJ,27/07/2021,66783.7,67437.7,65402.9,65475.6,1240000,0
PNJ,28/07/2021,65475.6,66129.6,65330.3,65475.6,527870,0
PNJ,29/07/2021,67510.4,67583,65548.3,67583,977070,0
PNJ,30/07/2021,67292.4,69617.8,67219.7,69617.8,1330000,0
PNJ,2/8/2021,69545.1,69690.5,68091.7,69472.5,716270,0
PNJ,3/8/2021,70126.5,70126.5,68963.8,70126.5,689200,0
PNJ,4/8/2021,71071.2,71071.2,69545.1,70126.5,566270,0
PNJ,5/8/2021,69835.8,70126.5,69036.4,69617.8,464000,0
PNJ,6/8/2021,69327.1,70199.2,69109.1,69908.5,522130,0
PNJ,9/8/2021,70853.2,70853.2,69690.5,70126.5,562000,0
PNJ,10/8/2021,69981.1,70344.5,69399.8,69617.8,586400,0
PNJ,11/8/2021,69617.8,69981.1,69254.4,69327.1,467730,0
PNJ,12/8/2021,69690.5,69690.5,68527.7,68673.1,592530,0
PNJ,13/08/2021,69036.4,69036.4,67583,68673.1,699730,0
PNJ,16/08/2021,68673.1,69036.4,68309.7,68673.1,598530,0
PNJ,17/08/2021,68891.1,69690.5,68600.4,69399.8,421330,0
PNJ,18/08/2021,69690.5,69690.5,68745.8,68818.4,684930,0
PNJ,19/08/2021,69036.4,69763.1,68309.7,68309.7,1120000,0
PNJ,20/08/2021,68309.7,69036.4,66057,66493,555730,0
PNJ,23/08/2021,64748.9,66129.6,64312.9,64312.9,1120000,0
PNJ,24/08/2021,64530.9,65184.9,64094.9,64167.6,638000,0
PNJ,25/08/2021,64312.9,65039.6,64022.2,64676.2,408270,0
PNJ,26/08/2021,64676.2,65402.9,62641.5,62641.5,788270,0
PNJ,27/08/2021,62714.2,64022.2,61769.4,62350.8,1470000,0
PNJ,30/08/2021,62496.1,63222.8,62278.1,62786.8,1040000,0
PNJ,31/08/2021,62786.8,62859.5,62423.5,62496.1,706670,0
PNJ,1/9/2021,62132.8,62423.5,61696.8,61987.5,1400000,0
PNJ,6/9/2021,62714.2,63077.5,62132.8,62859.5,964270,0
PNJ,7/9/2021,63295.5,63368.2,62496.1,62641.5,1390000,0
PNJ,8/9/2021,62641.5,62714.2,62350.8,62641.5,887600,0
PNJ,9/9/2021,62132.8,65766.3,62132.8,65766.3,1680000,0
PNJ,10/9/2021,65839,68309.7,65402.9,68309.7,1420000,0
PNJ,13/09/2021,67583,68309.7,66275,66856.3,641330,0
PNJ,14/09/2021,66783.7,66856.3,64676.2,64676.2,1120000,0
PNJ,15/09/2021,64312.9,66783.7,64312.9,66783.7,720800,0
PNJ,16/09/2021,66420.3,67583,66129.6,67583,856270,0
PNJ,17/09/2021,67583,67583,66275,67219.7,462270,0
PNJ,20/09/2021,66856.3,66856.3,65911.6,66129.6,586800,0
PNJ,21/09/2021,65184.9,66129.6,64821.6,65475.6,659870,0
PNJ,22/09/2021,65839,67655.7,65039.6,67655.7,917730,0
PNJ,23/09/2021,67655.7,67655.7,66856.3,67001.7,494800,0
PNJ,24/09/2021,67001.7,67001.7,66420.3,66856.3,394400,0
PNJ,27/09/2021,66565.7,67946.4,65984.3,66129.6,614800,0
PNJ,28/09/2021,66129.6,67583,65839,67583,1030000,0
PNJ,29/09/2021,67001.7,67801.1,67001.7,67801.1,487600,0
PNJ,30/09/2021,67655.7,71725.2,67583,71725.2,2390000,0
PNJ,1/10/2021,70489.8,72306.6,70489.8,71943.2,814270,0
PNJ,4/10/2021,71943.2,72669.9,70489.8,71797.9,578670,0
PNJ,5/10/2021,70707.8,71216.5,69981.1,70489.8,730670,0
PNJ,6/10/2021,70489.8,71507.2,69472.5,71289.2,508000,0
PNJ,7/10/2021,71289.2,71943.2,70489.8,70489.8,552400,0
PNJ,8/10/2021,70780.5,72306.6,70126.5,72306.6,863870,0
PNJ,11/10/2021,72669.9,74123.3,71725.2,74123.3,974800,0
PNJ,12/10/2021,73832.7,74123.3,72669.9,72669.9,532270,0
PNJ,13/10/2021,73324,74196,72306.6,73396.6,625600,0
PNJ,14/10/2021,72742.6,74123.3,72742.6,73396.6,777870,0
PNJ,15/10/2021,73324,73687.3,72960.6,73033.3,686400,0
PNJ,18/10/2021,72742.6,73396.6,71216.5,71943.2,1060000,0
PNJ,19/10/2021,71943.2,72233.9,71216.5,71216.5,721200,0
PNJ,20/10/2021,71579.9,72597.3,70635.2,71943.2,1080000,0
PNJ,21/10/2021,73396.6,73396.6,71143.9,71216.5,866670,0
PNJ,22/10/2021,71870.6,71943.2,70925.9,71943.2,380670,0
PNJ,25/10/2021,71579.9,73033.3,71361.9,72015.9,543600,0
PNJ,26/10/2021,71652.6,72597.3,71216.5,71434.5,715330,0
PNJ,27/10/2021,71434.5,74123.3,71434.5,74050.7,1130000,0
PNJ,28/10/2021,74123.3,74850,73396.6,73832.7,837600,0
PNJ,29/10/2021,73542,76230.8,73324,75576.7,2230000,0
PNJ,1/11/2021,75576.7,76012.8,73396.6,73469.3,906130,0
PNJ,2/11/2021,74050.7,76303.4,73251.3,76303.4,678930,0
PNJ,3/11/2021,75504.1,76158.1,73978,75940.1,1250000,0
PNJ,4/11/2021,76158.1,76303.4,74123.3,75576.7,896930,0
PNJ,5/11/2021,75576.7,78483.5,73978,78483.5,1240000,0
PNJ,8/11/2021,78192.9,79137.6,77611.5,78483.5,563070,0
PNJ,9/11/2021,78483.5,78701.5,76666.8,77030.1,959470,0
PNJ,10/11/2021,76739.5,77466.2,72669.9,74850,920000,0
PNJ,11/11/2021,76884.8,80082.3,74486.7,75940.1,1400000,0
PNJ,12/11/2021,75940.1,79936.9,75213.4,79864.3,1100000,0
PNJ,15/11/2021,80663.6,81390.3,79210.2,80518.3,1190000,0
PNJ,16/11/2021,80300.3,80300.3,77030.1,78483.5,1090000,0
PNJ,17/11/2021,78483.5,78628.9,77030.1,77320.8,615200,0
PNJ,18/11/2021,77102.8,79210.2,77030.1,77175.5,501730,0
PNJ,19/11/2021,77320.8,77756.8,73396.6,74341.3,1190000,0
PNJ,22/11/2021,74341.3,76230.8,74341.3,75576.7,558000,0
PNJ,23/11/2021,74486.7,76812.1,74486.7,76812.1,654670,0
PNJ,24/11/2021,76303.4,77030.1,75576.7,76812.1,397730,0
PNJ,25/11/2021,76303.4,77756.8,75649.4,75649.4,680530,0
PNJ,26/11/2021,75576.7,76303.4,73760,73760,1080000,0
PNJ,29/11/2021,71943.2,73760,70853.2,71289.2,2020000,0
PNJ,30/11/2021,72669.9,72887.9,70344.5,71143.9,1410000,0
PNJ,1/12/2021,71216.5,72306.6,70707.8,70707.8,482800,0
PNJ,2/12/2021,70489.8,71870.6,70489.8,70780.5,575470,0
PNJ,3/12/2021,71289.2,71289.2,68309.7,68309.7,957330,0
PNJ,6/12/2021,68382.4,69545.1,66275,66275,809870,0
PNJ,7/12/2021,66856.3,68164.4,66638.3,68164.4,1050000,0
PNJ,8/12/2021,69181.8,71579.9,68891.1,70199.2,522670,0
PNJ,9/12/2021,70199.1,73124.1,69906.6,72027.2,727330,0
PNJ,10/12/2021,70930.4,71734.8,70272.3,71149.8,524130,0
PNJ,13/12/2021,71296,72173.5,70930.4,72027.2,516000,0
PNJ,14/12/2021,71296,71954.1,69979.8,70345.4,404800,0
PNJ,15/12/2021,70345.4,70857.3,70052.9,70199.1,307870,0
PNJ,16/12/2021,70199.1,70857.3,68297.9,68517.3,575470,0
PNJ,17/12/2021,69394.8,69979.8,69102.3,69833.5,357070,0
PNJ,20/12/2021,68956,70052.9,68882.9,68882.9,671600,0
PNJ,21/12/2021,68371,69321.7,68297.9,69321.7,362670,0
PNJ,22/12/2021,69687.3,70052.9,68736.7,69102.3,264000,0
PNJ,23/12/2021,69102.3,69833.5,67201.1,68517.3,472000,0
PNJ,24/12/2021,69029.2,69321.7,68517.3,69248.5,333870,0
PNJ,27/12/2021,69541,70199.1,67639.8,70199.1,302930,0
PNJ,28/12/2021,70711,70711,69102.3,69906.6,412670,0
PNJ,29/12/2021,70199.1,70199.1,68151.7,68151.7,401070,0
PNJ,30/12/2021,68736.7,68736.7,67639.8,67639.8,810000,0
PNJ,31/12/2021,68444.2,71296,67712.9,70345.4,810400,0
PNJ,4/1/2022,70345.4,70564.8,69760.4,70564.8,478270,0
PNJ,5/1/2022,70199.1,70637.9,69541,69541,760400,0
PNJ,6/1/2022,69614.2,70126,69102.3,69175.4,385330,0
PNJ,7/1/2022,69175.4,69175.4,68444.2,68663.5,398530,0
PNJ,10/1/2022,68590.4,68590.4,68005.4,68151.7,711200,0
PNJ,11/1/2022,68151.7,69102.3,67566.7,68809.8,515200,0
PNJ,12/1/2022,68809.8,68809.8,67712.9,67786,621870,0
PNJ,13/01/2022,70199.1,70199.1,68078.5,68809.8,442530,0
PNJ,14/01/2022,67054.8,68956,67054.8,68663.5,385070,0
PNJ,17/01/2022,68078.5,68736.7,67712.9,68371,677600,0
PNJ,18/01/2022,67420.4,68371,67347.3,68224.8,464000,0
PNJ,19/01/2022,68151.7,68444.2,67274.2,68444.2,447600,0
PNJ,20/01/2022,68005.4,69102.3,68005.4,69029.2,505200,0
PNJ,21/01/2022,69102.3,69833.5,69029.2,69833.5,953730,0
PNJ,24/01/2022,69833.5,71881,68809.8,70857.3,1160000,0
PNJ,25/01/2022,70784.1,71296,69906.6,70930.4,863070,0
PNJ,26/01/2022,71369.1,73855.4,70784.1,73855.4,2490000,0
PNJ,27/01/2022,73124.1,74221,73051,73855.4,1230000,0
PNJ,28/01/2022,73124.1,76049.1,73124.1,76049.1,1340000,0
PNJ,7/2/2022,75756.6,78974,75756.6,78462.2,1620000,0
PNJ,8/2/2022,77584.7,78315.9,76049.1,76780.3,1040000,0
PNJ,9/2/2022,76707.2,76707.2,75317.8,75537.2,1500000,0
PNJ,10/2/2022,75683.5,75829.7,74294.1,75537.2,1100000,0
PNJ,11/2/2022,75317.8,77877.2,74586.6,76634.1,713200,0
PNJ,14/02/2022,76780.3,76853.4,76122.2,76487.8,710930,0
PNJ,15/02/2022,75975.9,77438.4,75829.7,77145.9,826400,0
PNJ,16/02/2022,76780.3,77950.3,76414.7,77730.9,1010000,0
PNJ,17/02/2022,77877.2,78900.9,77730.9,78900.9,1230000,0
PNJ,18/02/2022,78242.8,79632.2,78242.8,78242.8,760800,0
PNJ,21/02/2022,78242.8,78242.8,76707.2,77877.2,924530,0
PNJ,22/02/2022,77804.1,82630.2,76853.4,80436.5,3760000,0
PNJ,23/02/2022,80436.5,82995.9,79705.3,80144,1530000,0
PNJ,24/02/2022,80363.4,82484,79705.3,79705.3,2380000,0
PNJ,25/02/2022,79705.3,80436.5,77804.1,78827.8,2140000,0
PNJ,28/02/2022,78242.8,79485.9,75317.8,75317.8,3050000,0
PNJ,1/3/2022,74659.7,77511.6,74659.7,76780.3,1530000,0
PNJ,2/3/2022,76780.3,76780.3,73709.1,75610.3,1620000,0
PNJ,3/3/2022,76049.1,76780.3,74586.6,76049.1,1110000,0
PNJ,4/3/2022,75098.5,78169.7,75098.5,77657.8,2130000,0
PNJ,7/3/2022,78834.5,82364.4,78834.5,79422.8,4150000,0
PNJ,8/3/2022,80158.2,80893.6,77584.3,77952,1810000,0
PNJ,9/3/2022,78687.4,82364.4,78393.2,81261.3,3060000,0
PNJ,10/3/2022,80525.9,80525.9,78834.5,79643.4,1480000,0
PNJ,11/3/2022,78687.4,79422.8,76187,76848.9,1760000,0
PNJ,14/03/2022,76334.1,76334.1,72436.5,72436.5,2650000,0
PNJ,15/03/2022,73171.9,75745.8,72510.1,75672.3,1090000,0
PNJ,16/03/2022,75304.6,76187,73907.3,75598.7,793070,0
PNJ,17/03/2022,75598.7,75966.4,75010.4,75745.8,920400,0
PNJ,18/03/2022,75304.6,77584.3,75304.6,76113.5,904930,0
PNJ,21/03/2022,76187,77878.4,76113.5,77657.8,947730,0
PNJ,22/03/2022,78393.2,80673,78246.1,78687.4,1240000,0
PNJ,23/03/2022,79422.8,80452.3,76554.7,77290.1,675330,0
PNJ,24/03/2022,78687.4,80084.6,77437.2,78687.4,776930,0
PNJ,25/03/2022,78687.4,80525.9,78393.2,79569.9,868800,0
PNJ,28/03/2022,80893.6,81408.3,79569.9,79569.9,1360000,0
PNJ,29/03/2022,80893.6,82290.8,80158.2,81261.3,1820000,0
PNJ,30/03/2022,82290.8,83026.2,79422.8,79643.4,1270000,0
PNJ,31/03/2022,79790.5,81629,79275.7,81261.3,843600,0
PNJ,1/4/2022,80893.6,86923.8,80820,86188.4,5010000,0
PNJ,4/4/2022,86262,88247.5,85673.6,85747.2,1440000,0
PNJ,5/4/2022,85673.6,88100.5,85673.6,86629.7,721070,0
PNJ,6/4/2022,85673.6,88688.8,84938.2,86850.3,2430000,0
PNJ,7/4/2022,86850.3,88541.7,84423.5,84644.1,1990000,0
PNJ,8/4/2022,84644.1,86041.3,83761.6,84202.9,1060000,0
PNJ,12/4/2022,84570.5,85305.9,82364.4,82658.5,1640000,0
PNJ,13/04/2022,82658.5,85673.6,82437.9,85305.9,1340000,0
PNJ,14/04/2022,86335.5,89350.6,85673.6,86041.3,1670000,0
PNJ,15/04/2022,85967.8,88541.7,84717.6,86114.9,1100000,0
PNJ,18/04/2022,88321.1,91189.1,86923.8,90821.4,3290000,0
PNJ,19/04/2022,90895,91042,87438.6,87438.6,1480000,0
PNJ,20/04/2022,87365.1,89056.5,86409,87438.6,1350000,0
PNJ,21/04/2022,88909.4,89571.2,87512.1,87512.1,1900000,0
PNJ,22/04/2022,88909.4,88909.4,82217.3,84570.5,3810000,0
PNJ,25/04/2022,84570.5,84570.5,78687.4,78687.4,2440000,0
PNJ,26/04/2022,76113.5,79569.9,74275,78981.5,1330000,0
PNJ,27/04/2022,78687.4,81629,75598.7,78687.4,1080000,0
PNJ,28/04/2022,78687.4,80525.9,78099.1,78099.1,622530,0
PNJ,29/04/2022,78319.7,80525.9,78319.7,79422.8,613330,0
PNJ,4/5/2022,79422.8,80893.6,78319.7,79643.4,632270,0
PNJ,5/5/2022,81261.3,81629,78319.7,80893.6,679870,0
PNJ,6/5/2022,79422.8,80746.5,77952,78319.7,884270,0
PNJ,9/5/2022,77584.3,78319.7,72877.8,72877.8,1500000,0
PNJ,10/5/2022,70009.7,76040,68759.5,75745.8,844930,0
PNJ,11/5/2022,75745.8,78687.4,74275,78687.4,933600,0
PNJ,12/5/2022,77143,78834.5,74348.5,74348.5,1040000,0
PNJ,13/05/2022,76260.6,77216.6,71112.8,71701.1,1140000,0
PNJ,16/05/2022,74275,74642.7,71627.6,72068.8,423600,0
PNJ,17/05/2022,72068.8,76628.3,71186.3,75819.3,579200,0
PNJ,18/05/2022,75745.8,76996,73833.8,75083.9,771730,0
PNJ,19/05/2022,74201.5,77216.6,73980.8,75083.9,543600,0
PNJ,20/05/2022,77216.6,77952,75819.3,77952,644800,0
PNJ,23/05/2022,78760.9,78760.9,75378.1,76848.9,550530,0
PNJ,24/05/2022,77143,79349.2,76481.2,79349.2,798930,0
PNJ,25/05/2022,79422.8,84864.7,77216.6,84864.7,2280000,0
PNJ,26/05/2022,84864.7,85305.9,83982.2,84055.8,643200,0
PNJ,27/05/2022,84570.5,89938.9,83982.2,89938.9,3410000,0
PNJ,30/05/2022,90086,90159.6,87732.8,88615.2,1620000,0
PNJ,31/05/2022,87806.3,87879.8,83835.2,84497,2050000,0
PNJ,1/6/2022,84938.2,86703.2,83982.2,86262,1540000,0
PNJ,2/6/2022,89718.3,91851,87512.1,90600.8,3610000,0
PNJ,3/6/2022,90821.4,91483.3,89130,90600.8,1810000,0
PNJ,6/6/2022,91189.1,94277.8,90453.7,91924.5,2200000,0
PNJ,7/6/2022,94571.9,95601.5,89277.1,94130.7,2210000,0
PNJ,8/6/2022,96336.9,96410.4,93248.2,94130.7,2090000,0
PNJ,9/6/2022,95601.5,96263.3,92145.1,94498.4,1010000,0
PNJ,10/6/2022,94057.2,94057.2,88762.3,88762.3,1470000,0
PNJ,13/06/2022,85673.6,86041.3,82585,82585,3080000,0
PNJ,14/06/2022,82364.4,85305.9,81996.7,85305.9,1300000,0
PNJ,15/06/2022,84570.5,86776.7,81776,86776.7,1770000,0
PNJ,16/06/2022,88247.5,89865.4,86482.6,89571.2,1210000,0
